Team,Competition,Name,DoB,Age,Nationality,MOP
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,TYRONNE GUSTAVO DEL PINO RAMOS,1/27/91,35,Spain,2411
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,WBEYMAR ANGULO MOSQUERA,3/8/92,34,Colombia,2616
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,YAKOB SAYURI,9/22/97,28,Indonesia,2199
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,YANCE SAYURI,9/22/97,28,Indonesia,2826
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,ALI SYAFIQ AL HABSYI,10/6/07,18,Indonesia,0
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,FAHRAN DARWAN,10/10/06,19,Indonesia,0
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,KANAVARO BURERE,8/6/06,19,Indonesia,0
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,MUHAMMAD RISKY SAFRI,5/5/07,19,Indonesia,0
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,RANGGA BOLANG,5/21/07,19,Indonesia,0
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,MARDANI MAJID,4/16/05,21,Indonesia,0
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,MOHAMED KEMAL ZAHIR FAZYA,6/11/09,16,Indonesia,0
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,RIDHO SYUHADA PUTRA,6/18/04,21,Indonesia,576
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,TAUFIK RUSTAM,2/21/05,21,Indonesia,813
MALUT UNITED FC,BRI SUPER LEAGUE 2025-26,TRI SETIAWAN,5/20/04,22,Indonesia,832
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,ANDHIKA RAMADHANI,1/5/99,27,Indonesia,900
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,ARIEF CATUR PAMUNGKAS,7/25/99,26,Indonesia,2540
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,BRUNO MOREIRA SOARES,4/24/99,27,Brasil,2348
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,BRUNO PEREIRA DE ALBERQUERQUE,7/20/94,31,Brasil,304
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,ERNANDO ARI SUTARYADI,2/27/02,24,Indonesia,2159
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,FRANCISCO ISRAEL RIVERA DAVALOS,9/23/94,31,Meksiko,2662
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,GUSTAVO FERNANDES HENRIQUE QUERINO,7/5/98,27,Brasil,833
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,JEFFERSON JUNIO ANTONIO DA SILVA,1/3/97,29,Brasil,1529
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,KOKO ARI ARAYA,1/9/00,26,Indonesia,487
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,Leonardo Silva Lelis,11/15/93,32,Brasil,1493
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,MALIK RISALDI,11/23/96,29,Indonesia,1541
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,MIHAILO PEROVIC,1/23/97,29,Montenegro,1737
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,MILOS RAICKOVIC,12/2/93,32,Montenegro,2638
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,OKTAFIANUS FERNANDO,10/4/93,32,Indonesia,3
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,PAULO DOMINGOS GALI DA COSTA FREITAS,12/31/04,21,Timor Leste,1804
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,PEDRO RICARDO RODRIGUES DE MATOS,5/11/98,28,Portugal,1672
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,RACHMAT IRIANTO,9/3/99,26,Indonesia,1312
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,RANDY HANSON CHRISTIAN MAY,9/21/00,25,Indonesia,90
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,RISTO MITREVSKI,10/5/91,34,Makedonia,2159
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,RIYAN ARDIANSYAH,5/14/96,30,Indonesia,530
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,AHMAD MUJTABA ILHAM AKBAR,6/8/07,18,Indonesia,0
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,ALEANDRO ALAN MAULANA,11/1/07,18,Indonesia,9
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,ADRE ARIDO GEOVANI,8/13/04,21,Indonesia,0
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,ALFAN SUAIB,3/24/04,22,Indonesia,193
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,DIMAS WICAKSONO PUTRA RAHMAN,7/16/07,18,Indonesia,150
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,MIKAEL ALFREDO TATA,5/10/04,22,Indonesia,415
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,MOCH ICHSAS BAIHAQI,3/17/07,19,Indonesia,185
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,MUHAMMAD ILHAM AL-ARIF,5/7/07,19,Indonesia,0
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,SADIDA NUGRAHA PUTRA,4/26/05,21,Indonesia,417
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,SHEVA KARDANU SETIAWAN,1/24/05,21,Indonesia,0
PERSEBAYA SURABAYA,BRI SUPER LEAGUE 2025-26,TONI FIRMANSYAH,1/14/05,21,Indonesia,1861
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ACHMAD JUFRIYANTO,2/7/87,39,Indonesia,0
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ADAM ALIS SETYANO,12/19/93,32,Indonesia,1467
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ALFEANDRA DEWANGGA SANTOSA,6/28/01,24,Indonesia,548
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,Andrew Patrick Jung,10/8/97,28,France,1316
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,BECKHAM PUTRA NUGRAHA,10/29/01,24,Indonesia,1520
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,DEDI KUSNANDAR,7/23/91,34,Indonesia,170
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ELIANO JOHANNES REIJNDERS,10/23/00,25,Indonesia,2302
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,FEDERICO BARBA,9/1/93,32,Italy,2196
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,FRANS DHIA JIRJIS PUTROS,7/14/93,32,Denmark,2127
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,I MADE WIRAWAN,12/1/81,44,Indonesia,0
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,JULIO CESAR DE FREITAS FILHO,3/21/95,31,Brasil,1501
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,LAYVIN MARC KURZAWA,9/4/92,33,France,109
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,LUCIANO GUAYCOCHEA,4/24/92,34,Argentina,1683
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,MARC ANTHONY KLOK,4/20/93,33,Indonesia,1640
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,PATRICIO MARTIN MATRICARDI,1/7/94,32,Argentina,2636
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,RAMON DE ANDRADE SOUZA,9/10/98,27,Brasil,1275
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ROSEMBERGNE DA SILVA,2/18/97,29,Brasil,2000
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,SADDIL RAMDANI,1/2/99,27,Indonesia,787
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,SERGIO CASTEL MARTINEZ,2/22/95,31,Spain,73
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,TEJA PAKU ALAM,3/14/94,32,Indonesia,2789
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,THOM JAN MARINUS HAYE,2/9/95,31,Indonesia,2109
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,UILLIAM BARROS PEREIRA,10/11/94,31,Brasil,2450
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ATHAYA ZAHRAN,1/22/06,20,Indonesia,0
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,DION WILHELMUS EDDY MARKX,6/29/05,20,Indonesia,3
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,FITRAH MAULANA M. RIDWAN,5/24/06,20,Indonesia,180
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,KAKANG RUDIANTO,2/2/03,23,Indonesia,1902
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,KEVIN MUHAMMAD ISLAMI PASHA,1/15/07,19,Indonesia,0
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,MUHAMMAD RHAKA SYAFAKA BILHUDA,2/11/08,18,Indonesia,0
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,NAZRIEL ALFARO SYAHDAN,2/1/08,18,Indonesia,11
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ROBI DARWIS,8/2/03,22,Indonesia,132
PERSIB BANDUNG,BRI SUPER LEAGUE 2025-26,ZULKIFLI LUKMANSYAH,9/8/06,19,Indonesia,0
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,Alaaeddine Ajaraie,1/5/93,33,Morocco,717
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,ALLANO BRENDON DE SOUZA LIMA,4/24/95,31,Brasil,2498
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,ANDRITANY ARDHIYASA,12/26/91,34,Indonesia,988
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,BRUNO NUNES DE BARROS,3/28/95,31,Brasil,1953
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,CARLOS EDUARDO SOARES MOTA,2/24/92,34,Brasil,1890
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,Cyrus Ashkon Margono,11/9/01,24,Indonesia,92
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,EKSEL TIMOTHY JOSEPH RUNTUKAHU,9/2/98,27,Indonesia,1213
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,EMAXWELL SOUZA DE LIMA,2/11/95,31,Brasil,2313
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,FABIO DA SILVA CALONEGO,7/24/97,28,Brasil,2672
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,GUSTAVO ALMEIDA DOS SANTOS,7/25/96,29,Brasil,1237
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,HANIF ABDURRAUF SJAHBANDI,4/7/97,29,Indonesia,392
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,JEAN MOTA OLIVEIRA DE SOUSA,10/15/93,32,Brasil,374
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,JORDI AMAT MAAS,3/21/92,34,Indonesia,2180
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,MUHAMMAD FAJAR FATHURRAHMAN,5/29/02,24,Indonesia,1502
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,PAULO RICARDO FERREIRA,7/13/94,31,Brasil,795
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,RIZKY RIDHO RAMADHANI,11/21/01,24,Indonesia,2771
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,SHAYNE ELIAN JAY PATTYNAMA,8/11/98,27,Indonesia,180
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,THALES NATANAEL LIRA DE MATOS,4/6/93,33,Brasil,1326
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,VAN BASTY SOUSA E SILVA,11/27/94,31,Brasil,2032
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,WITAN SULAEMAN,10/8/01,24,Indonesia,855
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,ADITYA WARMAN,2/2/05,21,Indonesia,337
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,ARLYANSYAH ABDULMANAN,12/20/05,20,Indonesia,486
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,DIA SYAYID ALHAWARI,12/12/04,21,Indonesia,93
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,DONY TRI PAMUNGKAS,1/11/05,21,Indonesia,2044
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,MAURO NILS ZIJLSTRA,11/9/04,21,Indonesia,92
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,MUHAMAD HAFIZH RIZKIANUR,8/8/06,19,Indonesia,90
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,MUHAMMAD BAIHAQI RIFAI,7/29/06,19,Indonesia,0
PERSIJA JAKARTA,BRI SUPER LEAGUE 2025-26,MUHAMMAD RAYHAN HANNAN,4/2/04,22,Indonesia,996
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,ABRIZAL UMANAILO,12/6/96,29,Indonesia,685
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,AHMAD RAIA IRVANZA ARDITIAN,3/18/05,21,Indonesia,0
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,ALEXIS NAHUEL GÓMEZ,2/28/00,26,Argentina,1631
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,ALY NDOM,5/30/96,30,Prancis,412
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,BORJA HERRERA GONZALES,1/8/93,33,Spain,1076
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,BORJA MARTINEZ SANCHEZ,2/8/95,31,Spain,1248
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,CARLOS HENRIQUE FRANÇA FREIRES,2/9/95,31,Brasil,2678
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,DICKY KURNIAWAN ARIFIN,6/6/02,23,Indonesia,955
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,DIOGO ARAUJO BRITO,6/16/99,26,Portugal,2944
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,IKER GUARROTXENA VALLEJO,12/6/92,33,Spain,1232
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,JOSE LUIS ESPINOSA ARROYO,7/14/91,34,Spain,1339
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,LUCAS MORELATTO DA CRUZ,5/25/94,32,Brasil,519
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,MOCH. SENDRI JOHANSAH,6/11/93,32,Indonesia,1665
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,Muh. Ardiansyah,3/28/03,23,Indonesia,404
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,MUHAMAD BUYUNG ISMU LESSY,5/8/99,27,Indonesia,597
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,MUHAMMAD AKBAR ARJUNSYAH,7/21/01,24,Indonesia,1
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,NAJEEB YAKUBU,5/1/00,26,Ghana,1792
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,PRINCE PATRICK KALLON,2/3/02,24,Indonesia,46
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,RAHMAT HIDAYAT,6/19/02,23,Indonesia,2403
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,SUDI ABDALLAH,1/5/00,26,Burundi,1315
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,WAHYUDI SETIAWAN HAMISI,7/28/97,28,Indonesia,2419
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,ARDI ARDIANA,12/22/03,22,Indonesia,112
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,Felix Marcelino,3/20/05,21,Indonesia,0
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,FIRMAN RAMADHAN,11/7/03,22,Indonesia,938
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,HERIANSYAH YAN,9/3/03,22,Indonesia,0
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,INDRA ARYA PERCEKA WIGUNA,7/10/03,22,Indonesia,750
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,MUHAMMAD ADZIKRY FADLILLAH,2/26/03,23,Indonesia,787
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,Muhammad Raufa Aghastya,11/25/05,20,Indonesia,0
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,PUTRA SHEVA SANGGASI,5/1/04,22,Indonesia,0
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,RENDI SAEPUL,5/21/05,21,Indonesia,887
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,RESTU MUHAMAD AKBAR,5/6/03,23,Indonesia,121
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,Seva Bernadine Setiadi,2/17/07,19,Indonesia,0
PERSIJAP JEPARA,BRI SUPER LEAGUE 2025-26,Zahran Rizki Alamsah,8/6/03,22,Indonesia,64
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,ADRIAN NICOLAS LUNA RETAMAR,4/12/92,34,Uruguay,1224
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,ADY EKO JAYANTO,1/18/94,32,Indonesia,244
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,AL HAMRA HEHANUSSA,7/1/99,26,Indonesia,1244
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,ERNESTO GOMEZ MUÑOZ,7/18/94,31,Spain,1333
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,EZRA HARM RUUD WALIAN,10/22/97,28,Indonesia,1959
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,FARIS ADITAMA,2/19/88,38,Indonesia,6
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,FRANCISCO PEREIRA CARNEIRO,3/25/00,26,Portugal,1711
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,GAVIN KWAN ADSIT,4/5/96,30,Indonesia,0
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,HENHEN HERDIANA,9/10/95,30,Indonesia,1106
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,IMANOL GARCIA LUGEA,12/26/95,30,Spain,2655
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,IRKHAM ZAHRUL MILA,5/2/98,28,Indonesia,168
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,JESUS MARIA MENESES SABATER,1/4/95,31,Spain,581
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,JON MIQUEL TORAL HARPER,2/5/95,31,Spain,933
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,JOSE ENRIQUE RODRIGUEZ,8/26/95,30,Spain,2610
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,KRISNA BAYU OTTO KARTIKA,10/15/98,27,Indonesia,1301
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,LEONARDO NAVACCHIO,12/28/92,33,Portugal,2430
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,M. REZALDI HEHANUSSA,11/7/95,30,Indonesia,583
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,MOCH. SUPRIADI,5/23/02,24,Indonesia,513
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,MUHAMAD FIRLI,7/16/99,26,Indonesia,1678
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,MUHAMMAD RIZQI ABHIRAMA,7/2/01,24,Indonesia,0
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,NOVRI SETIAWAN,11/11/93,32,Indonesia,697
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,RODRIGO DA SILVA DIAS,1/26/94,32,Brasil,276
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,SYAHRIAN ABIMANYU,4/25/99,27,Indonesia,304
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,TELMO FERREIRA CASTANHEIRA,4/13/92,34,Portugal,1406
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,VAVA MARIO YAGALO,4/21/93,33,Indonesia,299
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,YANDI SOFYAN MUNAWAR,5/25/92,34,Indonesia,478
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,YOGA ADIYATAMA,12/22/99,26,Indonesia,1247
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,MOCHAMAD ZIDANE AFREZA,4/4/06,20,Indonesia,0
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,HUSNA AL MALIK RIWANI SAPUTRA,6/13/03,22,Indonesia,540
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,I GUSTI MADE RENDY SANJAYA PUTRA,4/11/04,22,Indonesia,906
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,RIFQI RAY FARANDI,6/22/04,21,Indonesia,243
PERSIK KEDIRI,BRI SUPER LEAGUE 2025-26,WIGI PRATAMA,7/29/04,21,Indonesia,462
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,ABU KAMARA,4/1/97,29,Liberia,569
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,AGUNG MANNAN,8/6/98,27,Indonesia,216
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,ANDREI ALBA,1/14/95,31,Brasil,1008
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,BRUNO GOMES DE OLIVEIRA CONCEICAO,7/19/96,29,Brasil,1778
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,DEJAN TUMBAS,8/5/99,26,Serbia,2217
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,DIMITRI LIMA SOUZA,5/15/00,26,Brasil,672
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,DODI ALEKVAN DJIN,12/31/98,27,Indonesia,539
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,DUSAN MIJIC,6/22/93,32,Serbia,1467
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,EKY TAUFIK FEBRIANTO,2/15/91,35,Indonesia,752
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,FEBRI HARIYADI,2/19/96,30,Indonesia,168
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,IRFAN JAUHARI,1/31/01,25,Indonesia,733
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,JEFFERSON FERREIRA DE SOUZA,11/16/01,24,Brasil,219
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,KADEK RADITYA MAHESWARA,6/13/99,26,Indonesia,1423
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,LUKA DUMANCIC,10/27/98,27,Croatia,1350
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,MIROSLAV MARICIC,1/21/98,28,Serbia,1181
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,MUHAMAD RIYANDI,1/3/00,26,Indonesia,2021
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,RIAN MIZIAR,10/13/90,35,Indonesia,0
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,ROMAN PAPARYHA,7/9/99,26,Ukraine,962
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,SEPTIAN SATRIA BAGASKARA,9/26/97,28,Indonesia,228
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,SUTANTO TAN,5/4/94,32,Indonesia,1087
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,VUKASIN VRANES,7/22/97,28,Serbia,769
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,YABES RONI MALAIFANI,2/6/95,31,Indonesia,288
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,ALFRIYANTO NICO SAPUTRO,4/3/03,23,Indonesia,728
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,ALTHAF INDIE ALRIZKY,1/6/03,23,Indonesia,1677
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,ARKHAN KAKA PUTRA PURWANTO,9/2/07,18,Indonesia,282
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,I GEDE ADITYA JULI ANTARA,7/4/04,21,Indonesia,0
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,Ikwan Ali Tanamal,12/28/03,22,Indonesia,491
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,MUHAMMAD FAQIH MAULANA,9/11/04,21,Indonesia,26
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,MUHAMMAD FAZA AL FIRDAUS,8/6/05,20,Indonesia,0
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,REXO DOLBY CALLEPSO,11/18/05,20,Indonesia,0
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,RIZKY SYAHPUTRA,6/27/06,19,Indonesia,0
PERSIS SOLO,BRI SUPER LEAGUE 2025-26,ZANADIN FARIZ,5/31/04,22,Indonesia,2139
PERSITA,BRI SUPER LEAGUE 2025-26,A. NUR HARDIANTO,3/6/95,31,Indonesia,956
PERSITA,BRI SUPER LEAGUE 2025-26,ANDREJIC ALEKSA,1/24/93,33,Serbia,1949
PERSITA,BRI SUPER LEAGUE 2025-26,CHARISMA FATHONI AM,2/25/01,25,Indonesia,1010
PERSITA,BRI SUPER LEAGUE 2025-26,DEJAN RACIC,7/15/98,27,Montenegro,311
PERSITA,BRI SUPER LEAGUE 2025-26,EBER HENRIQUE FERREIRA DE BESSA,3/21/92,34,Brasil,1524
PERSITA,BRI SUPER LEAGUE 2025-26,ESAL SAHRUL MUHROM,3/14/02,24,Indonesia,624
PERSITA,BRI SUPER LEAGUE 2025-26,IGOR CARREIRA RODRIGUES,5/5/95,31,Portugal,2970
PERSITA,BRI SUPER LEAGUE 2025-26,JACK ALAN BROWN,11/2/01,24,Indonesia,34
PERSITA,BRI SUPER LEAGUE 2025-26,JAVLON GUSEYNOV,6/24/91,34,Uzbekistan,2719
PERSITA,BRI SUPER LEAGUE 2025-26,KURNIAWAN KARTIKA AJIE,6/20/96,29,Indonesia,90
PERSITA,BRI SUPER LEAGUE 2025-26,MARIO JARDEL,11/7/00,25,Indonesia,2585
PERSITA,BRI SUPER LEAGUE 2025-26,MATHEUS ALVES LEANDRO,5/19/93,33,Brasil,699
PERSITA,BRI SUPER LEAGUE 2025-26,MUHAMMAD BADRIAN ILHAM,6/11/02,23,Indonesia,0
PERSITA,BRI SUPER LEAGUE 2025-26,MUHAMMAD TOHA,1/30/97,29,Indonesia,2467
PERSITA,BRI SUPER LEAGUE 2025-26,PABLO GANET COMITRE,11/4/94,31,Spain,2492
PERSITA,BRI SUPER LEAGUE 2025-26,RAMON BUENO GOZALBO,4/7/95,31,Spain,899
PERSITA,BRI SUPER LEAGUE 2025-26,RAYCO RODRIGUEZ MEDINA,11/24/96,29,Spain,2848
PERSITA,BRI SUPER LEAGUE 2025-26,RYUJI UTOMO PRABOWO,7/1/95,30,Indonesia,765
PERSITA,BRI SUPER LEAGUE 2025-26,SIN YEONG BAE,6/11/92,33,Korea Republic,1666
